subject_fingerprint,execution_fingerprint,einher_fingerprint,asset,timeframe,direction,calibrated_on,profile,conditions,edge,calibration,selected,weight,capital,rank,rejection_reasons,source_kind,metadata,created_at,is_final,short_fingerprint
e7bae01c800e0e900650e1c92deaa78bfb7a555ca849b1805ea824cd4e3a1494,0ad1309a1b43a61e2bda75cc013f04d1dd3c43dc5ce01d5051bff0216b404627,e7bae01c800e0e900650e1c92deaa78bfb7a555ca849b1805ea824cd4e3a1494,bchusd,15m,long,,"{'name': 'execution_profile', 'description': 'long | trades=13921 | win_rate=23.88% | pf=1.10', 'family': 'momentum'}","[{'left': {'name': 'stoch_k_norm', 'column_index': 195, 'family': 'momentum'}, 'operator': '>=', 'right': {'type': 'feature', 'name': 'momentum_20_norm', 'column_index': 201}}]","{'score': 0.0, 'win_rate': 0.2387759500035917, 'profit_factor': 1.0981831281515508, 'expectancy': 0.0001901243330016673, 'total_pnl': 2.6467208397162105, 'trade_count': 13921, 'sharpe_per_trade': 0.022944619141041712, 'p_value': 0.0}","{'direction': 'long', 'best_horizon': 1, 'mfe_p50': 0.0, 'mfe_p75': 0.003646431490778923, 'mfe_p90': 0.011533223092556, 'mae_p50': 0.0, 'mae_p75': 0.0020833956077694893, 'mae_p90': 0.009544024243950844, 'mfe_p75_pct': 0.010114660486578941, 'mae_p90_pct': 0.6041940322413123, 'tp_rule': {'type': 'mfe_calibrated', 'percentile': 75, 'value': 0.003646431490778923}, 'sl_rule': {'type': 'mae_calibrated', 'percentile': 90, 'value': 0.009544024243950844}}",False,0.0,0.0,0,['win_rate_too_low'],portfolio_selection_rejected,"{'run_id': 'run_20260728_020405', 'asset': 'BCHUSD', 'timeframe': '15m'}",2026-07-28T02:04:46.966251+00:00,False,e7bae01c800e
